Topic,Count,Name,Representation,Representative_Docs
23,43,23_practise_mode_aware body_actually level,"['practise', 'mode', 'aware body', 'actually level', 'experiencing like', 'kind going', 'feeling state', 'weight', 'subtle sensations', 'think bit']",
24,38,24_kira_maria_hand like_touching,"['kira', 'maria', 'hand like', 'touching', 'permission', 'play', 'intensity', 'yeah kind', 'moment like', 'sound like']",
25,29,25_relationship_actual_neutralising_touch like,"['relationship', 'actual', 'neutralising', 'touch like', 'connexion', 'related', 'useful', 'wanting', 'intensity', 'people']",
26,9,26_like unpredictability_sensory_like having_want,"['like unpredictability', 'sensory', 'like having', 'want', 'yeah think', 'mode', 'listening', 'like awareness', 'like audience', 'explore yeah']",
27,8,27_dancer_feeling like_like awareness_imitating,"['dancer', 'feeling like', 'like awareness', 'imitating', 'like dance', 'laughing', 'sitting', 'observing', 'thought', 'touched']",
28,8,28_life_feeling_session_complex,"['life', 'feeling', 'session', 'complex', 'stimulated', 'sense', 'head', 'imagining', 'like experiencing', 'taking control']",
29,14,29_doesn_interact_bing_outside,"['doesn', 'interact', 'bing', 'outside', 'needs', 'yeah imagine', 'created', 'sense', 'really', 'yeah yeah']",
30,12,30_bing_using_like think_second,"['bing', 'using', 'like think', 'second', 'said', 'like like', 'imagine', 'know', 'actually', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",
31,8,31_totally different_yeah group_new_different,"['totally different', 'yeah group', 'new', 'different', 'yeah quite', 'sense', 'experience', 'don', 'really', '', '', '', '', '', '', '', '', '', '', '', '']",
32,8,32_literally_00_space_time,"['literally', '00', 'space', 'time', 'yes', 'just', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",
33,6,33_help___,"['help', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",
34,15,34_don think_changed_answer question_moment like,"['don think', 'changed', 'answer question', 'moment like', 'yeah says', 'say don', 'know talk', 'like needs', 'perspective', 'structure']",
35,15,35_watching_curiosity_maybe need_moment don,"['watching', 'curiosity', 'maybe need', 'moment don', 'ideas', 'like fun', 'group', 'experience different', 'joy', 'enjoying']",
36,9,36_technology_times_cable_room,"['technology', 'times', 'cable', 'room', 'thinking use', 'different like', 'problem', 'usually', 'remember', 'touch']",
37,8,37_relation_person like_bit like_ways,"['relation', 'person like', 'bit like', 'ways', 'like trust', 'like connected', 'perspective', 'partner', 'said', 'thinking like']",
38,5,38_time space_little_away_space,"['time space', 'little', 'away', 'space', 'time', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",
39,9,39_bridge_improvising_people bridge_robin,"['bridge', 'improvising', 'people bridge', 'robin', 'come', 'know', 'don', 'creating', 'people', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",
