Topic,Count,Name,Representation,Representative_Docs
10,7,10_silence_predictability_maximum_independent,"['silence', 'predictability', 'maximum', 'independent', 'sample sample', 'spoken', 'work practice', 'easy understand', 'use', 'specifically']",
11,6,11_change yeah_group usage_empowered_limits like,"['change yeah', 'group usage', 'empowered', 'limits like', 'wise audience', 'sound wise', 'problematic demo', 'say understand', 'technological', 'randomly']",
12,6,12_boundaries didn_feel safe_comfortable mean_don strong,"['boundaries didn', 'feel safe', 'comfortable mean', 'don strong', 'quiet know', 'moment felt', 'mentioned beginning', 'know did', 'say didn', 'safety say']",
13,6,13_think fine_fine mean_different things_general purpose,"['think fine', 'fine mean', 'different things', 'general purpose', 'specify', 'left general', 'know bodily', 'misunderstanding ok', 'start think', 'perception mean']",
14,6,14_beautiful thinking_bodily experience_contact craziness_bit point,"['beautiful thinking', 'bodily experience', 'contact craziness', 'bit point', 'emotion context', 'interaction bit', 'letting playfulness', 'mean today', 'getting warm', 'intimate mean']",
15,6,15_ok ok_ok_fine 01_36 50,"['ok ok', 'ok', 'fine 01', '36 50', 'ok fine', '50 ok', '01', '01 36', 'fine', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",
16,5,16_saturation_interview works_experience_speaker,"['saturation', 'interview works', 'experience', 'speaker', 'said', 'group', 'focus', 'specific moment', 'possibly research', 'present sense']",
17,5,17_29 thinking_example 01_exactly good_espresso ask,"['29 thinking', 'example 01', 'exactly good', 'espresso ask', 'ask time', 'wish example', 'like espresso', 'time like', 'idea time', '36']",
18,5,18_yeah right_right mhm_exactly yeah_mhm yep,"['yeah right', 'right mhm', 'exactly yeah', 'mhm yep', 'mhm', 'yep', 'yeah yeah', 'right', 'exactly', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",
19,5,19_understand mean_basic_mean composing_know movement,"['understand mean', 'basic', 'mean composing', 'know movement', 'talking using', 'weekend example', 'yeah best', 'close meant', 'came interview', 'context hand']",
20,5,20_bit motivation_fingers state_jenny people_interaction challenging,"['bit motivation', 'fingers state', 'jenny people', 'interaction challenging', 'like underlining', 'maybe consciously', 'time reflection', 'session probably', 'state mean', 'repeat said']",
21,5,21_involved_ve involved_started person_watcher mean,"['involved', 've involved', 'started person', 'watcher mean', 'person observer', 'involved mean', 'involved watcher', 've', 'mean', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",
22,4,22_sound comfortable_uncomfortable sound_comfortable specific_00 19,"['sound comfortable', 'uncomfortable sound', 'comfortable specific', '00 19', 'uncomfortable cases', 'cases', 'case sound', 'did situation', 'sound particularly', 'moment maybe']",
23,4,23_thank_thank thank_ok thank_thank ok,"['thank', 'thank thank', 'ok thank', 'thank ok', 'ok', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",
24,4,24_perceive body_body better_helped perceive_broad relating,"['perceive body', 'body better', 'helped perceive', 'broad relating', 'better helped', 'word don', 'extra explain', 'felt using', 'mean possible', 'kira recall']",
25,4,25_faster_real world_matter_virtual reality,"['faster', 'real world', 'matter', 'virtual reality', 'beginning brings', 'depends work', 'context said', 'control computer', 'connect perceiving', 'change planning']",
26,50,26_sound_know_body_moment,"['sound', 'know', 'body', 'moment', 'feel like', 'felt', 'different', 'relation', 'quite', 'touching']",
27,25,27_according want_yeah means_arm like_depends use,"['according want', 'yeah means', 'arm like', 'depends use', 'means think', 'means', 'little bit', 'does like', 'probably according', 'looks know']",
28,6,28_01 51_00 15_17 thank_39 yeah,"['01 51', '00 15', '17 thank', '39 yeah', '53', 'happen 00', 'right right', 'things happen', 'things', 'yeah yeah']",
29,4,29_yeah exactly_compensation know_instant compensation_like instant,"['yeah exactly', 'compensation know', 'instant compensation', 'like instant', 'special services', 'practise know', 'really setting', 'maybe adjusted', 'work kind', 'today know']",
30,58,30_don know_thinking_touch_dance,"['don know', 'thinking', 'touch', 'dance', 'know like', 'different', 'work', 'like sound', 'yeah like', 'like don']",
31,15,31_exactly yeah_didn like_big influence_yeah thank,"['exactly yeah', 'didn like', 'big influence', 'yeah thank', 'yeah course', 'yeah time', 'sure ve', 'like black', 'low ok', 'ok big']",
32,30,32_think_different_little bit_like feeling,"['think', 'different', 'little bit', 'like feeling', 'quite', 'enjoyed', 'having', 'layer', 'touch', 'people']",
33,8,33_actually thing_access_agency like_boring watch,"['actually thing', 'access', 'agency like', 'boring watch', 'composition working', 'awareness outer', 'audience know', 'experience harnessed', 'enhanced working', 'ensemble']",
34,7,34_reiterate question_said_busy state_question sorry,"['reiterate question', 'said', 'busy state', 'question sorry', 'question said', 'sorry mean', 'state thing', 'specific actually', 'time saying', 'giving']",
35,6,35_ll present_yeah ll_process yeah_normal think,"['ll present', 'yeah ll', 'process yeah', 'normal think', 'present noise', 'checked', 'unclear normal', 'present unclear', 'think correct', 'matter']",
36,6,36_watched_bodies_duet_thinking like,"['watched', 'bodies', 'duet', 'thinking like', 'awareness', 'contact improvisation', 'kira', 'dance', 'interactions', 'touch sentire']",
37,5,37_set_bit work_add like_way think,"['set', 'bit work', 'add like', 'way think', 'interesting yeah', 'set relationship', 'sustains', 'yeah try', 'relationship', 'little']",
38,4,38_ago_composition witnessing_day life_experience kind,"['ago', 'composition witnessing', 'day life', 'experience kind', 'feel day', 'just loving', 'like relates', 'sat wasn', 'minute', 'marie']",
39,4,39_01 50_beats losing_android used_brings triggers,"['01 50', 'beats losing', 'android used', 'brings triggers', 'acknowledge feel', 'yeah beats', 'change mean', 'csr', 'grief challenge', 'finding way']",
40,19,40_circuit_like using_person let_circle,"['circuit', 'like using', 'person let', 'circle', 'closed', 'yeah group', 'inside', 'performance', 'dancing', 'level']",
41,10,41_like play_want close_closeness_like close,"['like play', 'want close', 'closeness', 'like close', 'sensing', 'just touch', 'boundaries', 'interaction', 'way', 'permission']",
42,7,42_destroyed_course like_emerged yeah_sandcastle ok,"['destroyed', 'course like', 'emerged yeah', 'sandcastle ok', 'yeah course', 'destroyed sandcastle', 'yeah mean', 'ok', 'like', '', '', '', '', '', '', '', '', '', '', '']",
43,6,43_explaining_silence_having sound_layer,"['explaining', 'silence', 'having sound', 'layer', 'easier feel', 'don remember', 'control', 'changes', 'room', 'unclear']",
44,6,44_leave_light_waning_great music,"['leave', 'light', 'waning', 'great music', 'busy like', 'conversation background', 'came bit', 'concern like', 'drifting like', 'emotion disappointment']",
45,6,45_touching_yeah think_crouched head_composed space,"['touching', 'yeah think', 'crouched head', 'composed space', 'consistency moment', 'comfortable today', 'bodywork', 'bringing intensity', 'beginning like', 'agree maria']",
46,5,46_closer experience_feel experience_people interaction_like viewers,"['closer experience', 'feel experience', 'people interaction', 'like viewers', 'like outside', 'nice privacy', 'sound bring', 'push', 'wondering nice', 'think potential']",
47,5,47_responsive_like unpredictability_sound engineer_game,"['responsive', 'like unpredictability', 'sound engineer', 'game', 'ambient creates', 'basically battery', 'avenue', 'engineer live', 'different sound', 'consider format']",
48,5,48_legs_right hand_example_kira like,"['legs', 'right hand', 'example', 'kira like', 'like oh', 'bit', 'strong', 'moments', 'war performative', 'beginning sort']",
49,4,49_came just_felt clearer_disappointment bit_concerns chest,"['came just', 'felt clearer', 'disappointment bit', 'concerns chest', 'lowered expectations', 'yeah feeling', 'felt', 'expectations', 'head bit', 'eyes like']",
50,4,50_04_14 just_experts doing_bear experts,"['04', '14 just', 'experts doing', 'bear experts', 'doing week', 'floor 00', 'yes space', 'questions invited', 'like', '']",
51,4,51_relationship_global_binds soup_binds,"['relationship', 'global', 'binds soup', 'binds', 'tense', 'sense', 'bound bound', 'way created', 'went hearing', 'yeah situation']",
52,9,52_feels just_know maybe_feels_clear feels,"['feels just', 'know maybe', 'feels', 'clear feels', 'know just', 'soon', 'quite', 'like moment', 'maybe end', 'don']",
53,5,53_group talking_example don_room used_quietly room,"['group talking', 'example don', 'room used', 'quietly room', 'like group', 'know like', 'used use', 'talking quietly', 'think', '', '', '', '', '', '', '', '', '']",
54,12,54_today_briefly shared_experience told_course related,"['today', 'briefly shared', 'experience told', 'course related', 'did reports', 'dislike', 'did discover', 'experience example', 'especially context', 'does worth']",
55,12,55_ok ok_course yep_bubble correctly_case course,"['ok ok', 'course yep', 'bubble correctly', 'case course', 'course clear', 'clear true', 'yep sounds', 'correctly mean', 'yeah case', 'good']",
56,10,56_bit reason_bit ambiguity_close unfortunately_bit trickier,"['bit reason', 'bit ambiguity', 'close unfortunately', 'bit trickier', 'ambiguity bit', 'maybe differently', 'unfortunately bit', 'possible bit', 'possible problem', 'theoretically']",
57,10,57_forgetting moment_aspect case_course backfires_conversations work,"['forgetting moment', 'aspect case', 'course backfires', 'conversations work', 'explained meaning', 'questions really', 'provide time', 'related topic', 'know context', 'meaning don']",
58,9,58_following question_essential_depth just_exactly person,"['following question', 'essential', 'depth just', 'exactly person', 'essential questions', 'approach', 'later following', 'question actually', 'second', 'question frame']",
59,9,59_background exactly_accelerometer doesn_data returned_exactly accelerometer,"['background exactly', 'accelerometer doesn', 'data returned', 'exactly accelerometer', 'german', 'doesn tell', 'body context', 'wasn connecting', 'german körpergefühle', 'quick know']",
60,9,60_word_randomness_piano_stochastic,"['word', 'randomness', 'piano', 'stochastic', 'doing mean', 'different sounds', 'course level', 'controlled random', 'confusing know', 'couples']",
61,9,61_maybe specific_beings_case maybe_complex human,"['maybe specific', 'beings', 'case maybe', 'complex human', 'hand', 'like choose', 'know imagine', 'just time', 'know variety', 'situations mention']",
62,8,62_sentire helped_helped_think sentire_body better,"['sentire helped', 'helped', 'think sentire', 'body better', 'help perceive', 'body did', 'yeah start', 'general', 'help activity', 'explore body']",
63,8,63_perception_angry stomach_touch person_belt,"['perception', 'angry stomach', 'touch person', 'belt', 'bodily attached', 'bodily emotion', 'mean relationship', 'body like', 'skin unfortunately', 'social boundaries']",
64,8,64_movement communication_participants_research_communication movement,"['movement communication', 'participants', 'research', 'communication movement', 'bodily perceptions', 'communicating body', 'actually working', 'influenced setting', 'different contexts', 'dancers different']",
65,8,65_confusion usually_information time_good telling_explain little,"['confusion usually', 'information time', 'good telling', 'explain little', 'perceive actually', 'mentioned understand', 'mean usually', 'try really', 'problem mean', 'possible beginning']",
66,7,66_ah look_course expecting_expecting say_said ah,"['ah look', 'course expecting', 'expecting say', 'said ah', 'remind yeah', 'yep correct', 'use course', 'tried think', 'totally reasonable', 'say yes']",
67,6,67_add_course risk_delay yeah_don want,"['add', 'course risk', 'delay yeah', 'don want', 'exploration course', 'leave exploration', 'happen questions', 'risk frustration', 'question leave', 'yeah try']",
68,6,68_personal issues_wanted stop_got_unclear related,"['personal issues', 'wanted stop', 'got', 'unclear related', 'touching situation', 'issues mean', 'example person', 'emotional reminding', 'direction triggers', 'point view']",
69,5,69_wish_break_cause mentioned_flow mark,"['wish', 'break', 'cause mentioned', 'flow mark', 'rosalind direction', 'meant maybe', 'question meant', 'use yes', 'imagine use', 'direction']",
70,5,70_patients whichever_audience patients_said vs_people start,"['patients whichever', 'audience patients', 'said vs', 'people start', 'use teaches', 'whichever', 'vs audience', 'imagine', 'direction', '', '', '', '', '']",
71,5,71_related yes_performance just_don don_jump,"['related yes', 'performance just', 'don don', 'jump', 'jump performance', 'just related', 'yes don', 'performance', 'just', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",
72,4,72_like change_change sounds_exploring_device sounds,"['like change', 'change sounds', 'exploring', 'device sounds', 'change meaning', 'generating like', 'freedom', 'motivation need', 'wish right', 'situation order']",
73,4,73_directly_directly spectator_case didn_spectator,"['directly', 'directly spectator', 'case didn', 'spectator', 'case case', 'stop allowed', 'spectator case', 'didn', 'want', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",
74,4,74_thank_thank thank_thank just_just yeah,"['thank', 'thank thank', 'thank just', 'just yeah', 'yeah thank', 'yeah yeah', 'yeah', 'just', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",
75,4,75_intention say_kind practise_preprogrammed_practise intention,"['intention say', 'kind practise', 'preprogrammed', 'practise intention', 'practise saying', 'saying working', 'teach', 'doing', 'let say', 'kind']",
76,20,76_respond_working_ambiguity_basis,"['respond', 'working', 'ambiguity', 'basis', 'complexity wanted', 'different way', 'feel need', 'explore continuous', 'exactly way', 'given permission']",
77,20,77_relationship touch_neutralising_don work_actual,"['relationship touch', 'neutralising', 'don work', 'actual', 'actually wireless', 'connection know', 'bit time', 'attention touch', 'approaches', 'autistic let']",
78,18,78_sound like_accompaniment_clear like_called underwater,"['sound like', 'accompaniment', 'clear like', 'called underwater', 'changes sound', 'chords sensor', 'breath sound', 'brought complexity', 'bubbly sound', 'wonder']",
79,13,79_think think_know need_thing_sense ve,"['think think', 'know need', 'thing', 'sense ve', 'reference wait', 'positive sense', 'think yeah', 've said', 'wireless', 'maybe']",
80,10,80_did_closeness yeah_emotion affection_brought emotion,"['did', 'closeness yeah', 'emotion affection', 'brought emotion', 'incidental interaction', 'emotions lot', 'felt quite', 'jenny christina', 'like partner', 'touching face']",
81,9,81_acted little_emotion kind_bit reactive_disliked guess,"['acted little', 'emotion kind', 'bit reactive', 'disliked guess', 'watching', 'specific', 'wanted feel', 'like acted', 'played', 'shortly mean']",
82,9,82_like really_actually real_real like_ok actually,"['like really', 'actually real', 'real like', 'ok actually', 'eh really', 'really yeah', 'really like', 'like yeah', 'like', '', '', '', '', '', '', '', '', '', '', '']",
83,8,83_atmosphere distracted_direction subtle_feedback distracting_focus,"['atmosphere distracted', 'direction subtle', 'feedback distracting', 'focus', 'feeling atmosphere', 'yeah feeling', 'practically layer', 'movement money', 'yeah', '', '', '']",
84,5,84_disliked different_distinct tonal_feeling tones_feels different,"['disliked different', 'distinct tonal', 'feeling tones', 'feels different', 'kind change', 'shift', 'sharpness different', 'right particularly', 'yeah pressure', 'weights kind']",
85,5,85_aspect_balance weight_awareness body_body think,"['aspect', 'balance weight', 'awareness body', 'body think', 'body movement', 'body experiencing', 'yeah somebody', 'think subtle', 'subtle sensations', 'respiration body']",
86,5,86_aware_aware composing_aware space_distance aware,"['aware', 'aware composing', 'aware space', 'distance aware', 'yeah aware', 'composing distance', 'felt like', 'reduced', 'like moving', 'kind']",
87,4,87_say word_word_like say_say,"['say word', 'word', 'like say', 'say', 'like', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",
88,4,88_aware relationship_bit disconnect_connection experience_does change,"['aware relationship', 'bit disconnect', 'connection experience', 'does change', 'felt think', 'tripped', 'hard say', 'people does', 'relationship body', 'relate person']",
89,4,89_contemporary_contemporary dancer_dancers perspective_feeling like,"['contemporary', 'contemporary dancer', 'dancers perspective', 'feeling like', 'frame observing', 'freedom like', 'yeah relative', 'like dance', 'open eyes', 'perspective']",
90,4,90_things state_dansers things_environment_think dansers,"['things state', 'dansers things', 'environment', 'think dansers', 'working environment', 'state bringing', 'bringing working', 'bringing', 'things', 'think']",
91,4,91_bit kind_kind hold_hold actually_kind want,"['bit kind', 'kind hold', 'hold actually', 'kind want', 'really little', 'say really', 'useful', 'want say', 'little bit', '', '', '', '', '', '', '', '', '', '', '', '']",
92,45,92_inside_healing_audible_kind,"['inside', 'healing', 'audible', 'kind', 'new experience', 'having sound', 'soothing', 'creates', 'feel', 'traumatised touch']",
93,19,93_proximity_moving_electricity_skin,"['proximity', 'moving', 'electricity', 'skin', 'fabric energetic', 'engineering aspects', 'connected touch', 'conductivity connected', 'effect', 'different touching']",
94,13,94_helped going_using took_gravity imagine_imagine using,"['helped going', 'using took', 'gravity imagine', 'imagine using', 'idea yeah', 'think actually', 'time using', 'using using', 'using cause', 'working']",
95,12,95_rosalyn said_said ok_like rosalyn_yeah maybe,"['rosalyn said', 'said ok', 'like rosalyn', 'yeah maybe', 'second yeah', 'yeah yeah', 'said', 'right', 'like', '', '', '', '', '', '', '']",
96,12,96_way yeah_cause randomness_different experience_change somebody,"['way yeah', 'cause randomness', 'different experience', 'change somebody', 'bracelet weird', 'new creates', 'wrong right', 'sense new', 'predictable sense', 'people wearing']",
97,10,97_create sense_yeah make_does interact_imagine create,"['create sense', 'yeah make', 'does interact', 'imagine create', 'helps lot', 'frame interact', 'sense does', 'uh uh', 'type score', 'cause']",
98,9,98_know hope_bing know_let say_mean like,"['know hope', 'bing know', 'let say', 'mean like', 'say bing', 'round let', 'said', 'second', 'make', '', '', '', '', '', '']",
99,8,99_mover_yeah ease_opening yeah_ease,"['mover', 'yeah ease', 'opening yeah', 'ease', 'opening opening', 'ease help', 'help mover', 'help', 'yeah', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",
100,7,100_circuit_circuit closed_closed like_connectedness closing,"['circuit', 'circuit closed', 'closed like', 'connectedness closing', 'helped feel', 'playfulness touching', 'like connection', 'switch play', 'strong switch', 'touching circuit']",
101,6,101_best equality_equality_having constant_uh best,"['best equality', 'equality', 'having constant', 'uh best', 'constant uh', 'best', 'constant', 'having', 'uh', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",
102,6,102_close afraid_contact vibration_extreme fears_imagine having,"['close afraid', 'contact vibration', 'extreme fears', 'imagine having', 'pretty', 'touch comes', 'right traumatised', 'new contact', 'scary scary', 'scary sound']",
103,6,103_bad_experiencing gone_experienced sense_yeah relief,"['bad', 'experiencing gone', 'experienced sense', 'yeah relief', 'happy moment', 'like joy', 'moment felt', 'used situation', 'reliving transforming', 'situation reliving']",
104,6,104_like practise_adjust_environment harder_forces,"['like practise', 'adjust', 'environment harder', 'forces', 'subtlety like', 'kind distraction', 'practise distracted', 'practise environment', 'today helps', '']",
105,5,105_doing right_helped acknowledge_health space_happens body,"['doing right', 'helped acknowledge', 'health space', 'happens body', 'thing health', 'story life', 'integrate', 'lost like', 'randomness little', 'power actually']",
106,5,106_dance dance_dance performance_dancing people_boundaries sense,"['dance dance', 'dance performance', 'dancing people', 'boundaries sense', 'people yeah', 'jump heart', 'thing dancing', 'quite big', 'performance step', 'sense dancing']",
107,5,107_disappears_random_random gone_gone quite,"['disappears', 'random', 'random gone', 'gone quite', 'felt bit', 'uh lighter', 'disappears felt', 'gone', 'uh', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",
108,4,108_felt person_impact relate_guess time_liked intensity,"['felt person', 'impact relate', 'guess time', 'liked intensity', 'time felt', 'yeah space', 'think confused', 'person', 'definitely', 'feeling']",
109,4,109_connected reprogram_area believe_connection ok_distance area,"['connected reprogram', 'area believe', 'connection ok', 'distance area', 'really worked', 'ok hard', 'sweet spot', 'rushing connection', 'technical rushing', 'varies really']",
110,4,110_away_took away_away brain_away away,"['away', 'took away', 'away brain', 'away away', 'yeah took', 'took', 'brain', 'yeah', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",
111,4,111_leash_leash literally_setting_restriction,"['leash', 'leash literally', 'setting', 'restriction', 'literally setting', 'restriction leash', 'literally', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",
112,29,112_touch_technology_people_abstract little,"['touch', 'technology', 'people', 'abstract little', 'adapts body', 'achieve place', 'fact created', 'comes times', 'composing', 'communication maybe']",
113,16,113_don really_experience like_comes actually_contemporary performance,"['don really', 'experience like', 'comes actually', 'contemporary performance', 'cables cable', 'aesthetics touched', 'clean room', 'great', 'fun yes', 'feels']",
114,13,114_beginning_add think_breaking patterns_don play,"['beginning', 'add think', 'breaking patterns', 'don play', 'easier think', 'maybe did', 'use related', 'understand point', 'time add', 'talking']",
115,11,115_don know_wanted say_situation_don wanna,"['don know', 'wanted say', 'situation', 'don wanna', 'did like', 'example maybe', 'confusing', 'create sound', 'know talk', 'help don']",
116,9,116_yeah yeah_truth_just basically_yeah truth,"['yeah yeah', 'truth', 'just basically', 'yeah truth', 'just yeah', 'says just', 'truth says', 'says', 'like yeah', '', '', '', '', '', '', '', '', '', '', '', '', '']",
117,7,117_headphones_headphones yeah_box_box headphones,"['headphones', 'headphones yeah', 'box', 'box headphones', 'terms', 'terms like', 'yeah says', 'like remember', 'think', 'know']",
118,7,118_hoping try_dislike_just realised_try,"['hoping try', 'dislike', 'just realised', 'try', 'realised hoping', 'irritates like', 'yeah just', 'like focus', 'like', '', '', '', '', '', '', '', '', '']",
119,7,119_relation_access_body person_body research,"['relation', 'access', 'body person', 'body research', 'doing touching', 'doesn feedback', 'experiencingone body', 'different qualities', 'individual solo', 'far movement']",
120,7,120_changed bit_field like_clear thinking_connection just,"['changed bit', 'field like', 'clear thinking', 'connection just', 'different know', 'don think', 'feel random', 'happen', 'yeah motivation', 'specific']",
121,4,121_time little_little time_time space_time,"['time little', 'little time', 'time space', 'time', 'little', 'space', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",
122,4,122_dance music_changes party_like music_like uniting,"['dance music', 'changes party', 'like music', 'like uniting', 'like dance', 'musician people', 'party dance', 'people watching', 'people touching', 'respond chosen']",
123,16,123_cables_groups_like people_bracelets,"['cables', 'groups', 'like people', 'bracelets', 'people bridge', 'dancing', 'christina', 'closer touching', 'coincidence intended', 'fixed moving']",
124,14,124_just guess_guess like_think stochastic_yes just,"['just guess', 'guess like', 'think stochastic', 'yes just', 'stochastic', 'stochastic just', 'thing coming', 'know', 'think', '', '', '', '', '', '', '', '', '', '']",
125,13,125_parameters_touch_foot sock_affecting question,"['parameters', 'touch', 'foot sock', 'affecting question', 'common different', 'coming sound', 'connect sounds', 'atmosphere creating', 'audible distance', 'close really']",
126,11,126_touching sound_bit_borders like_clownish sentire,"['touching sound', 'bit', 'borders like', 'clownish sentire', 'coming related', 'continuity', 'experience layer', 'getting bored', 'felt crossing', 'like missed']",
127,10,127_computer yes_choosing choosing_yes programmed_space using,"['computer yes', 'choosing choosing', 'yes programmed', 'space using', 'use created', 'moment doing', 'place use', 'knowing pass', 'programmed list', 'using bring']",
128,9,128_improvising improvising_improvising having_did know_robin did,"['improvising improvising', 'improvising having', 'did know', 'robin did', 'know mean', 'don', 'having', 'did', 'use', '', '', '', '', '', '', '', '', '', '', '', '', '']",
129,8,129_ideas thing_actually loved_like jam_stayed think,"['ideas thing', 'actually loved', 'like jam', 'stayed think', 'wish wanted', 'want stay', 'thing like', 'just like', 'just', '']",
130,7,130_accept_created nervosity_created really_ehm stressing,"['accept', 'created nervosity', 'created really', 'ehm stressing', 'feel really', 'like don', 'issue able', 'unpleasant really', 'maybe nervousness', 'situation created']",
131,7,131_ambiance_yeah creating_community building_create atmosphere,"['ambiance', 'yeah creating', 'community building', 'create atmosphere', 'especially', 'creating nice', 'group context', 'finished conversation', 'movement improvisation', 'really far']",
132,6,132_beginning yeah_mandarin_ok strong_strong mandarin,"['beginning yeah', 'mandarin', 'ok strong', 'strong mandarin', 'yes yes', 'strong', 'yeah ok', 'yeah', 'ok', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",
133,6,133_gives adaption_hierarchy_way hierarchy_adaption,"['gives adaption', 'hierarchy', 'way hierarchy', 'adaption', 'context gives', 'adaption way', 'special context', 'gives', 'special', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",
134,6,134_frustration person_bringing easy_explanation feel_explained like,"['frustration person', 'bringing easy', 'explanation feel', 'explained like', 'didn understand', 'feel frustration', 'lost question', 'understand hear', 'information came', 'topics coming']",
135,5,135_confusion joyful_drawn like_enjoyed quite_fun,"['confusion joyful', 'drawn like', 'enjoyed quite', 'fun', 'grasp going', 'joy audible', 'quite strong', 'play confusion', 'like wow', 'does']",
136,5,136_yeah having_having restriction_broke little_broke,"['yeah having', 'having restriction', 'broke little', 'broke', 'like broke', 'bit yeah', 'restriction', 'little bit', 'like', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",
137,5,137_clear frame_frame know_picture philtre_think frame,"['clear frame', 'frame know', 'picture philtre', 'think frame', 'frame picture', 'frame explore', 'round frame', 'clear', 'round', 'explore']",
138,4,138_yeah frame_connected yeah_easy stay_game moment,"['yeah frame', 'connected yeah', 'easy stay', 'game moment', 'game padding', 'like game', 'say setting', 'pattern', 'wouldn', 'haven']",
139,4,139_liked leash_liked came_liked fell_like set,"['liked leash', 'liked came', 'liked fell', 'like set', 'fell really', 'think liked', 'really liked', 'liked set', 'think', '', '', '', '', '', '', '', '', '', '']",
140,4,140_did help_body went_experience focused_inner experience,"['did help', 'body went', 'experience focused', 'inner experience', 'focused somatic', 'sensed body', 'went physical', 'remember ve', 'physical experience', 'person']",
141,4,141_coming shy_correct open_emotions reaction_emotional does,"['coming shy', 'correct open', 'emotions reaction', 'emotional does', 'maybe emotion', 'shy touched', 'sounds just', 'touched sounds', 'maybe', 'coming']",
